data_download_start_utc=2026-05-14T04:57:57Z
data_download_done_utc=2026-05-14T04:57:57Z
train_start_utc=2026-05-14T04:57:57Z
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] 
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] *****************************************
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0514 04:57:58.794000 3214 torch/distributed/run.py:852] *****************************************
[Gloo] Rank 0 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 1 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 2 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 3 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 4 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 5 is connected to 7 peer ranks. Expected number of connected peer ranks is : 7
[Gloo] Rank 7[Gloo] Rank  is connected to 76 peer ranks.  is connected to Expected number of connected peer ranks is : 77 peer ranks. 
Expected number of connected peer ranks is : 7
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 72944.42it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 76959.71it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 52924.97it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 9341.43it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 6641.81it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 9805.50it/s]
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 73908.44it/s]
logs/4b45738b-1c0f-404b-a2a0-c4c74067ba57.txt
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 5385.94it/s]
Compiling model and warming up kernels (~7 minutes on first execution)
Sampling steps [0, 1, 478, 479, 480, 481, 958, 959, 960, 961, 1438, 1439, 1440, 1441] for warmup
Resetting Model
step:0/1480 val_loss:10.8314 train_time:0ms step_avg:0.03ms
step:1/1480 train_time:51ms step_avg:51.20ms
step:886/1480 train_time:35978ms step_avg:40.61ms
step:887/1480 train_time:36031ms step_avg:40.62ms
step:888/1480 train_time:36087ms step_avg:40.64ms
step:889/1480 train_time:36140ms step_avg:40.65ms
step:890/1480 train_time:36196ms step_avg:40.67ms
step:891/1480 train_time:36249ms step_avg:40.68ms
step:892/1480 train_time:36304ms step_avg:40.70ms
step:893/1480 train_time:36355ms step_avg:40.71ms
step:894/1480 train_time:36412ms step_avg:40.73ms
step:895/1480 train_time:36464ms step_avg:40.74ms
step:896/1480 train_time:36519ms step_avg:40.76ms
step:897/1480 train_time:36572ms step_avg:40.77ms
step:898/1480 train_time:36629ms step_avg:40.79ms
step:899/1480 train_time:36682ms step_avg:40.80ms
step:900/1480 train_time:36739ms step_avg:40.82ms
step:901/1480 train_time:36791ms step_avg:40.83ms
step:902/1480 train_time:36846ms step_avg:40.85ms
step:903/1480 train_time:36898ms step_avg:40.86ms
step:904/1480 train_time:36955ms step_avg:40.88ms
step:905/1480 train_time:37006ms step_avg:40.89ms
step:906/1480 train_time:37062ms step_avg:40.91ms
step:907/1480 train_time:37113ms step_avg:40.92ms
step:908/1480 train_time:37170ms step_avg:40.94ms
step:909/1480 train_time:37222ms step_avg:40.95ms
step:910/1480 train_time:37278ms step_avg:40.96ms
step:911/1480 train_time:37330ms step_avg:40.98ms
step:912/1480 train_time:37386ms step_avg:40.99ms
step:913/1480 train_time:37439ms step_avg:41.01ms
step:914/1480 train_time:37496ms step_avg:41.02ms
step:915/1480 train_time:37547ms step_avg:41.04ms
step:916/1480 train_time:37604ms step_avg:41.05ms
step:917/1480 train_time:37656ms step_avg:41.06ms
step:918/1480 train_time:37712ms step_avg:41.08ms
step:919/1480 train_time:37764ms step_avg:41.09ms
step:920/1480 train_time:37820ms step_avg:41.11ms
step:921/1480 train_time:37872ms step_avg:41.12ms
step:922/1480 train_time:37928ms step_avg:41.14ms
step:923/1480 train_time:37981ms step_avg:41.15ms
step:924/1480 train_time:38038ms step_avg:41.17ms
step:925/1480 train_time:38090ms step_avg:41.18ms
step:926/1480 train_time:38146ms step_avg:41.19ms
step:927/1480 train_time:38198ms step_avg:41.21ms
step:928/1480 train_time:38255ms step_avg:41.22ms
step:929/1480 train_time:38306ms step_avg:41.23ms
step:930/1480 train_time:38362ms step_avg:41.25ms
step:931/1480 train_time:38414ms step_avg:41.26ms
step:932/1480 train_time:38471ms step_avg:41.28ms
step:933/1480 train_time:38522ms step_avg:41.29ms
step:934/1480 train_time:38578ms step_avg:41.30ms
step:935/1480 train_time:38631ms step_avg:41.32ms
step:936/1480 train_time:38687ms step_avg:41.33ms
step:937/1480 train_time:38740ms step_avg:41.35ms
step:938/1480 train_time:38797ms step_avg:41.36ms
step:939/1480 train_time:38849ms step_avg:41.37ms
step:940/1480 train_time:38904ms step_avg:41.39ms
step:941/1480 train_time:38956ms step_avg:41.40ms
step:942/1480 train_time:39014ms step_avg:41.42ms
step:943/1480 train_time:39066ms step_avg:41.43ms
step:944/1480 train_time:39121ms step_avg:41.44ms
step:945/1480 train_time:39172ms step_avg:41.45ms
step:946/1480 train_time:39229ms step_avg:41.47ms
step:947/1480 train_time:39281ms step_avg:41.48ms
step:948/1480 train_time:39339ms step_avg:41.50ms
step:949/1480 train_time:39391ms step_avg:41.51ms
step:950/1480 train_time:39446ms step_avg:41.52ms
step:951/1480 train_time:39497ms step_avg:41.53ms
step:952/1480 train_time:39554ms step_avg:41.55ms
step:953/1480 train_time:39605ms step_avg:41.56ms
step:954/1480 train_time:39661ms step_avg:41.57ms
step:955/1480 train_time:39712ms step_avg:41.58ms
step:956/1480 train_time:39769ms step_avg:41.60ms
step:957/1480 train_time:39820ms step_avg:41.61ms
step:958/1480 train_time:39877ms step_avg:41.63ms
step:959/1480 train_time:39930ms step_avg:41.64ms
step:960/1480 train_time:39986ms step_avg:41.65ms
step:961/1480 train_time:40039ms step_avg:41.66ms
step:962/1480 train_time:40122ms step_avg:41.71ms
step:963/1480 train_time:40199ms step_avg:41.74ms
step:964/1480 train_time:40281ms step_avg:41.79ms
step:965/1480 train_time:40359ms step_avg:41.82ms
step:966/1480 train_time:40439ms step_avg:41.86ms
step:967/1480 train_time:40515ms step_avg:41.90ms
step:968/1480 train_time:40598ms step_avg:41.94ms
step:969/1480 train_time:40675ms step_avg:41.98ms
step:970/1480 train_time:40755ms step_avg:42.02ms
step:971/1480 train_time:40831ms step_avg:42.05ms
step:972/1480 train_time:40913ms step_avg:42.09ms
step:973/1480 train_time:40991ms step_avg:42.13ms
step:974/1480 train_time:41072ms step_avg:42.17ms
step:975/1480 train_time:41148ms step_avg:42.20ms
step:976/1480 train_time:41229ms step_avg:42.24ms
step:977/1480 train_time:41305ms step_avg:42.28ms
step:978/1480 train_time:41387ms step_avg:42.32ms
step:979/1480 train_time:41464ms step_avg:42.35ms
step:980/1480 train_time:41544ms step_avg:42.39ms
step:981/1480 train_time:41620ms step_avg:42.43ms
step:982/1480 train_time:41702ms step_avg:42.47ms
step:983/1480 train_time:41778ms step_avg:42.50ms
step:984/1480 train_time:41860ms step_avg:42.54ms
step:985/1480 train_time:41936ms step_avg:42.58ms
step:986/1480 train_time:42018ms step_avg:42.61ms
step:987/1480 train_time:42096ms step_avg:42.65ms
step:988/1480 train_time:42178ms step_avg:42.69ms
step:989/1480 train_time:42256ms step_avg:42.73ms
step:990/1480 train_time:42337ms step_avg:42.76ms
step:991/1480 train_time:42415ms step_avg:42.80ms
step:992/1480 train_time:42496ms step_avg:42.84ms
step:993/1480 train_time:42573ms step_avg:42.87ms
step:994/1480 train_time:42655ms step_avg:42.91ms
step:995/1480 train_time:42733ms step_avg:42.95ms
step:996/1480 train_time:42816ms step_avg:42.99ms
step:997/1480 train_time:42893ms step_avg:43.02ms
step:998/1480 train_time:42974ms step_avg:43.06ms
step:999/1480 train_time:43051ms step_avg:43.09ms
step:1000/1480 train_time:43131ms step_avg:43.13ms
step:1000/1480 val_loss:3.5088 train_time:43218ms step_avg:43.22ms
step:1001/1480 train_time:43238ms step_avg:43.20ms
step:1002/1480 train_time:43289ms step_avg:43.20ms
step:1003/1480 train_time:43367ms step_avg:43.24ms
step:1004/1480 train_time:43448ms step_avg:43.27ms
step:1005/1480 train_time:43524ms step_avg:43.31ms
step:1006/1480 train_time:43606ms step_avg:43.35ms
step:1007/1480 train_time:43684ms step_avg:43.38ms
step:1008/1480 train_time:43765ms step_avg:43.42ms
step:1009/1480 train_time:43843ms step_avg:43.45ms
step:1010/1480 train_time:43924ms step_avg:43.49ms
step:1011/1480 train_time:44001ms step_avg:43.52ms
step:1012/1480 train_time:44082ms step_avg:43.56ms
step:1013/1480 train_time:44162ms step_avg:43.60ms
step:1014/1480 train_time:44244ms step_avg:43.63ms
step:1015/1480 train_time:44323ms step_avg:43.67ms
step:1016/1480 train_time:44404ms step_avg:43.70ms
step:1017/1480 train_time:44480ms step_avg:43.74ms
step:1018/1480 train_time:44560ms step_avg:43.77ms
step:1019/1480 train_time:44637ms step_avg:43.80ms
step:1020/1480 train_time:44721ms step_avg:43.84ms
step:1021/1480 train_time:44798ms step_avg:43.88ms
step:1022/1480 train_time:44881ms step_avg:43.91ms
step:1023/1480 train_time:44958ms step_avg:43.95ms
step:1024/1480 train_time:45041ms step_avg:43.99ms
step:1025/1480 train_time:45120ms step_avg:44.02ms
step:1026/1480 train_time:45203ms step_avg:44.06ms
step:1027/1480 train_time:45280ms step_avg:44.09ms
step:1028/1480 train_time:45362ms step_avg:44.13ms
step:1029/1480 train_time:45439ms step_avg:44.16ms
step:1030/1480 train_time:45521ms step_avg:44.20ms
step:1031/1480 train_time:45598ms step_avg:44.23ms
step:1032/1480 train_time:45680ms step_avg:44.26ms
step:1033/1480 train_time:45758ms step_avg:44.30ms
step:1034/1480 train_time:45841ms step_avg:44.33ms
step:1035/1480 train_time:45918ms step_avg:44.37ms
step:1036/1480 train_time:46000ms step_avg:44.40ms
step:1037/1480 train_time:46076ms step_avg:44.43ms
step:1038/1480 train_time:46159ms step_avg:44.47ms
step:1039/1480 train_time:46235ms step_avg:44.50ms
step:1040/1480 train_time:46317ms step_avg:44.54ms
step:1041/1480 train_time:46394ms step_avg:44.57ms
step:1042/1480 train_time:46473ms step_avg:44.60ms
step:1043/1480 train_time:46550ms step_avg:44.63ms
step:1044/1480 train_time:46631ms step_avg:44.67ms
step:1045/1480 train_time:46707ms step_avg:44.70ms
step:1046/1480 train_time:46788ms step_avg:44.73ms
step:1047/1480 train_time:46865ms step_avg:44.76ms
step:1048/1480 train_time:46947ms step_avg:44.80ms
step:1049/1480 train_time:47024ms step_avg:44.83ms
step:1050/1480 train_time:47107ms step_avg:44.86ms
step:1051/1480 train_time:47184ms step_avg:44.89ms
step:1052/1480 train_time:47265ms step_avg:44.93ms
step:1053/1480 train_time:47343ms step_avg:44.96ms
step:1054/1480 train_time:47424ms step_avg:44.99ms
step:1055/1480 train_time:47502ms step_avg:45.03ms
step:1056/1480 train_time:47583ms step_avg:45.06ms
step:1057/1480 train_time:47660ms step_avg:45.09ms
step:1058/1480 train_time:47742ms step_avg:45.12ms
step:1059/1480 train_time:47819ms step_avg:45.15ms
step:1060/1480 train_time:47900ms step_avg:45.19ms
step:1061/1480 train_time:47978ms step_avg:45.22ms
step:1062/1480 train_time:48060ms step_avg:45.25ms
step:1063/1480 train_time:48137ms step_avg:45.28ms
step:1064/1480 train_time:48217ms step_avg:45.32ms
step:1065/1480 train_time:48294ms step_avg:45.35ms
step:1066/1480 train_time:48375ms step_avg:45.38ms
step:1067/1480 train_time:48451ms step_avg:45.41ms
step:1068/1480 train_time:48533ms step_avg:45.44ms
step:1069/1480 train_time:48609ms step_avg:45.47ms
step:1070/1480 train_time:48690ms step_avg:45.50ms
step:1071/1480 train_time:48767ms step_avg:45.53ms
step:1072/1480 train_time:48849ms step_avg:45.57ms
step:1073/1480 train_time:48925ms step_avg:45.60ms
step:1074/1480 train_time:49007ms step_avg:45.63ms
step:1075/1480 train_time:49084ms step_avg:45.66ms
step:1076/1480 train_time:49166ms step_avg:45.69ms
step:1077/1480 train_time:49245ms step_avg:45.72ms
step:1078/1480 train_time:49326ms step_avg:45.76ms
step:1079/1480 train_time:49404ms step_avg:45.79ms
step:1080/1480 train_time:49485ms step_avg:45.82ms
step:1081/1480 train_time:49563ms step_avg:45.85ms
step:1082/1480 train_time:49645ms step_avg:45.88ms
step:1083/1480 train_time:49723ms step_avg:45.91ms
step:1084/1480 train_time:49805ms step_avg:45.95ms
step:1085/1480 train_time:49882ms step_avg:45.97ms
step:1086/1480 train_time:49964ms step_avg:46.01ms
step:1087/1480 train_time:50042ms step_avg:46.04ms
step:1088/1480 train_time:50124ms step_avg:46.07ms
step:1089/1480 train_time:50201ms step_avg:46.10ms
step:1090/1480 train_time:50283ms step_avg:46.13ms
step:1091/1480 train_time:50360ms step_avg:46.16ms
step:1092/1480 train_time:50441ms step_avg:46.19ms
step:1093/1480 train_time:50518ms step_avg:46.22ms
step:1094/1480 train_time:50598ms step_avg:46.25ms
step:1095/1480 train_time:50675ms step_avg:46.28ms
step:1096/1480 train_time:50756ms step_avg:46.31ms
step:1097/1480 train_time:50832ms step_avg:46.34ms
step:1098/1480 train_time:50913ms step_avg:46.37ms
step:1099/1480 train_time:50990ms step_avg:46.40ms
step:1100/1480 train_time:51072ms step_avg:46.43ms
step:1101/1480 train_time:51148ms step_avg:46.46ms
step:1102/1480 train_time:51229ms step_avg:46.49ms
step:1103/1480 train_time:51307ms step_avg:46.52ms
step:1104/1480 train_time:51388ms step_avg:46.55ms
step:1105/1480 train_time:51465ms step_avg:46.57ms
step:1106/1480 train_time:51547ms step_avg:46.61ms
step:1107/1480 train_time:51623ms step_avg:46.63ms
step:1108/1480 train_time:51704ms step_avg:46.66ms
step:1109/1480 train_time:51782ms step_avg:46.69ms
step:1110/1480 train_time:51864ms step_avg:46.72ms
step:1111/1480 train_time:51942ms step_avg:46.75ms
step:1112/1480 train_time:52024ms step_avg:46.78ms
step:1113/1480 train_time:52103ms step_avg:46.81ms
step:1114/1480 train_time:52185ms step_avg:46.84ms
step:1115/1480 train_time:52263ms step_avg:46.87ms
step:1116/1480 train_time:52345ms step_avg:46.90ms
step:1117/1480 train_time:52422ms step_avg:46.93ms
step:1118/1480 train_time:52504ms step_avg:46.96ms
step:1119/1480 train_time:52581ms step_avg:46.99ms
step:1120/1480 train_time:52662ms step_avg:47.02ms
step:1121/1480 train_time:52739ms step_avg:47.05ms
step:1122/1480 train_time:52821ms step_avg:47.08ms
step:1123/1480 train_time:52899ms step_avg:47.10ms
step:1124/1480 train_time:52980ms step_avg:47.14ms
step:1125/1480 train_time:53058ms step_avg:47.16ms
step:1126/1480 train_time:53141ms step_avg:47.19ms
step:1127/1480 train_time:53218ms step_avg:47.22ms
step:1128/1480 train_time:53298ms step_avg:47.25ms
step:1129/1480 train_time:53375ms step_avg:47.28ms
step:1130/1480 train_time:53457ms step_avg:47.31ms
step:1131/1480 train_time:53535ms step_avg:47.33ms
step:1132/1480 train_time:53616ms step_avg:47.36ms
step:1133/1480 train_time:53694ms step_avg:47.39ms
step:1134/1480 train_time:53774ms step_avg:47.42ms
step:1135/1480 train_time:53850ms step_avg:47.45ms
step:1136/1480 train_time:53931ms step_avg:47.47ms
step:1137/1480 train_time:54008ms step_avg:47.50ms
step:1138/1480 train_time:54089ms step_avg:47.53ms
step:1139/1480 train_time:54165ms step_avg:47.56ms
step:1140/1480 train_time:54247ms step_avg:47.58ms
step:1141/1480 train_time:54324ms step_avg:47.61ms
step:1142/1480 train_time:54407ms step_avg:47.64ms
step:1143/1480 train_time:54484ms step_avg:47.67ms
step:1144/1480 train_time:54565ms step_avg:47.70ms
step:1145/1480 train_time:54643ms step_avg:47.72ms
step:1146/1480 train_time:54725ms step_avg:47.75ms
step:1147/1480 train_time:54803ms step_avg:47.78ms
step:1148/1480 train_time:54884ms step_avg:47.81ms
step:1149/1480 train_time:54962ms step_avg:47.83ms
step:1150/1480 train_time:55043ms step_avg:47.86ms
step:1151/1480 train_time:55120ms step_avg:47.89ms
step:1152/1480 train_time:55200ms step_avg:47.92ms
step:1153/1480 train_time:55277ms step_avg:47.94ms
step:1154/1480 train_time:55358ms step_avg:47.97ms
step:1155/1480 train_time:55436ms step_avg:48.00ms
step:1156/1480 train_time:55517ms step_avg:48.03ms
step:1157/1480 train_time:55593ms step_avg:48.05ms
step:1158/1480 train_time:55675ms step_avg:48.08ms
step:1159/1480 train_time:55751ms step_avg:48.10ms
step:1160/1480 train_time:55832ms step_avg:48.13ms
step:1161/1480 train_time:55907ms step_avg:48.15ms
step:1162/1480 train_time:55988ms step_avg:48.18ms
step:1163/1480 train_time:56066ms step_avg:48.21ms
step:1164/1480 train_time:56146ms step_avg:48.24ms
step:1165/1480 train_time:56224ms step_avg:48.26ms
step:1166/1480 train_time:56305ms step_avg:48.29ms
step:1167/1480 train_time:56383ms step_avg:48.31ms
step:1168/1480 train_time:56465ms step_avg:48.34ms
step:1169/1480 train_time:56543ms step_avg:48.37ms
step:1170/1480 train_time:56625ms step_avg:48.40ms
step:1171/1480 train_time:56703ms step_avg:48.42ms
step:1172/1480 train_time:56785ms step_avg:48.45ms
step:1173/1480 train_time:56864ms step_avg:48.48ms
step:1174/1480 train_time:56946ms step_avg:48.51ms
step:1175/1480 train_time:57024ms step_avg:48.53ms
step:1176/1480 train_time:57105ms step_avg:48.56ms
step:1177/1480 train_time:57182ms step_avg:48.58ms
step:1178/1480 train_time:57263ms step_avg:48.61ms
step:1179/1480 train_time:57341ms step_avg:48.64ms
step:1180/1480 train_time:57423ms step_avg:48.66ms
step:1181/1480 train_time:57500ms step_avg:48.69ms
step:1182/1480 train_time:57581ms step_avg:48.71ms
step:1183/1480 train_time:57659ms step_avg:48.74ms
step:1184/1480 train_time:57740ms step_avg:48.77ms
step:1185/1480 train_time:57818ms step_avg:48.79ms
step:1186/1480 train_time:57898ms step_avg:48.82ms
step:1187/1480 train_time:57974ms step_avg:48.84ms
step:1188/1480 train_time:58055ms step_avg:48.87ms
step:1189/1480 train_time:58133ms step_avg:48.89ms
step:1190/1480 train_time:58214ms step_avg:48.92ms
step:1191/1480 train_time:58289ms step_avg:48.94ms
step:1192/1480 train_time:58370ms step_avg:48.97ms
step:1193/1480 train_time:58447ms step_avg:48.99ms
step:1194/1480 train_time:58529ms step_avg:49.02ms
step:1195/1480 train_time:58605ms step_avg:49.04ms
step:1196/1480 train_time:58686ms step_avg:49.07ms
step:1197/1480 train_time:58765ms step_avg:49.09ms
step:1198/1480 train_time:58847ms step_avg:49.12ms
step:1199/1480 train_time:58924ms step_avg:49.14ms
step:1200/1480 train_time:59006ms step_avg:49.17ms
step:1201/1480 train_time:59083ms step_avg:49.19ms
step:1202/1480 train_time:59165ms step_avg:49.22ms
step:1203/1480 train_time:59243ms step_avg:49.25ms
step:1204/1480 train_time:59324ms step_avg:49.27ms
step:1205/1480 train_time:59402ms step_avg:49.30ms
step:1206/1480 train_time:59484ms step_avg:49.32ms
step:1207/1480 train_time:59562ms step_avg:49.35ms
step:1208/1480 train_time:59643ms step_avg:49.37ms
step:1209/1480 train_time:59721ms step_avg:49.40ms
step:1210/1480 train_time:59804ms step_avg:49.42ms
step:1211/1480 train_time:59881ms step_avg:49.45ms
step:1212/1480 train_time:59962ms step_avg:49.47ms
step:1213/1480 train_time:60039ms step_avg:49.50ms
step:1214/1480 train_time:60121ms step_avg:49.52ms
step:1215/1480 train_time:60198ms step_avg:49.55ms
step:1216/1480 train_time:60279ms step_avg:49.57ms
step:1217/1480 train_time:60356ms step_avg:49.59ms
step:1218/1480 train_time:60437ms step_avg:49.62ms
step:1219/1480 train_time:60513ms step_avg:49.64ms
step:1220/1480 train_time:60594ms step_avg:49.67ms
step:1221/1480 train_time:60671ms step_avg:49.69ms
step:1222/1480 train_time:60753ms step_avg:49.72ms
step:1223/1480 train_time:60829ms step_avg:49.74ms
step:1224/1480 train_time:60909ms step_avg:49.76ms
step:1225/1480 train_time:60985ms step_avg:49.78ms
step:1226/1480 train_time:61067ms step_avg:49.81ms
step:1227/1480 train_time:61144ms step_avg:49.83ms
step:1228/1480 train_time:61227ms step_avg:49.86ms
step:1229/1480 train_time:61305ms step_avg:49.88ms
step:1230/1480 train_time:61386ms step_avg:49.91ms
step:1231/1480 train_time:61464ms step_avg:49.93ms
step:1232/1480 train_time:61545ms step_avg:49.96ms
step:1233/1480 train_time:61623ms step_avg:49.98ms
step:1234/1480 train_time:61706ms step_avg:50.00ms
step:1235/1480 train_time:61783ms step_avg:50.03ms
step:1236/1480 train_time:61864ms step_avg:50.05ms
step:1237/1480 train_time:61941ms step_avg:50.07ms
step:1238/1480 train_time:62024ms step_avg:50.10ms
step:1239/1480 train_time:62100ms step_avg:50.12ms
step:1240/1480 train_time:62182ms step_avg:50.15ms
step:1241/1480 train_time:62260ms step_avg:50.17ms
step:1242/1480 train_time:62343ms step_avg:50.20ms
step:1243/1480 train_time:62421ms step_avg:50.22ms
step:1244/1480 train_time:62502ms step_avg:50.24ms
step:1245/1480 train_time:62578ms step_avg:50.26ms
step:1246/1480 train_time:62660ms step_avg:50.29ms
step:1247/1480 train_time:62737ms step_avg:50.31ms
step:1248/1480 train_time:62818ms step_avg:50.34ms
step:1249/1480 train_time:62893ms step_avg:50.36ms
step:1250/1480 train_time:62975ms step_avg:50.38ms
step:1250/1480 val_loss:3.3678 train_time:63063ms step_avg:50.45ms
step:1251/1480 train_time:63083ms step_avg:50.43ms
step:1252/1480 train_time:63133ms step_avg:50.43ms
step:1253/1480 train_time:63211ms step_avg:50.45ms
step:1254/1480 train_time:63293ms step_avg:50.47ms
step:1255/1480 train_time:63369ms step_avg:50.49ms
step:1256/1480 train_time:63451ms step_avg:50.52ms
step:1257/1480 train_time:63528ms step_avg:50.54ms
step:1258/1480 train_time:63610ms step_avg:50.56ms
step:1259/1480 train_time:63689ms step_avg:50.59ms
step:1260/1480 train_time:63769ms step_avg:50.61ms
step:1261/1480 train_time:63848ms step_avg:50.63ms
step:1262/1480 train_time:63928ms step_avg:50.66ms
step:1263/1480 train_time:64006ms step_avg:50.68ms
step:1264/1480 train_time:64089ms step_avg:50.70ms
step:1265/1480 train_time:64168ms step_avg:50.73ms
step:1266/1480 train_time:64250ms step_avg:50.75ms
step:1267/1480 train_time:64327ms step_avg:50.77ms
step:1268/1480 train_time:64408ms step_avg:50.80ms
step:1269/1480 train_time:64487ms step_avg:50.82ms
step:1270/1480 train_time:64569ms step_avg:50.84ms
step:1271/1480 train_time:64647ms step_avg:50.86ms
step:1272/1480 train_time:64729ms step_avg:50.89ms
step:1273/1480 train_time:64806ms step_avg:50.91ms
step:1274/1480 train_time:64888ms step_avg:50.93ms
step:1275/1480 train_time:64966ms step_avg:50.95ms
step:1276/1480 train_time:65048ms step_avg:50.98ms
step:1277/1480 train_time:65126ms step_avg:51.00ms
step:1278/1480 train_time:65208ms step_avg:51.02ms
step:1279/1480 train_time:65285ms step_avg:51.04ms
step:1280/1480 train_time:65367ms step_avg:51.07ms
step:1281/1480 train_time:65445ms step_avg:51.09ms
step:1282/1480 train_time:65525ms step_avg:51.11ms
step:1283/1480 train_time:65603ms step_avg:51.13ms
step:1284/1480 train_time:65685ms step_avg:51.16ms
step:1285/1480 train_time:65762ms step_avg:51.18ms
step:1286/1480 train_time:65843ms step_avg:51.20ms
step:1287/1480 train_time:65920ms step_avg:51.22ms
step:1288/1480 train_time:66002ms step_avg:51.24ms
step:1289/1480 train_time:66078ms step_avg:51.26ms
step:1290/1480 train_time:66160ms step_avg:51.29ms
step:1291/1480 train_time:66237ms step_avg:51.31ms
step:1292/1480 train_time:66317ms step_avg:51.33ms
step:1293/1480 train_time:66393ms step_avg:51.35ms
step:1294/1480 train_time:66474ms step_avg:51.37ms
step:1295/1480 train_time:66552ms step_avg:51.39ms
step:1296/1480 train_time:66634ms step_avg:51.41ms
step:1297/1480 train_time:66710ms step_avg:51.43ms
step:1298/1480 train_time:66792ms step_avg:51.46ms
step:1299/1480 train_time:66870ms step_avg:51.48ms
step:1300/1480 train_time:66951ms step_avg:51.50ms
step:1301/1480 train_time:67029ms step_avg:51.52ms
step:1302/1480 train_time:67111ms step_avg:51.54ms
step:1303/1480 train_time:67188ms step_avg:51.56ms
step:1304/1480 train_time:67271ms step_avg:51.59ms
step:1305/1480 train_time:67349ms step_avg:51.61ms
step:1306/1480 train_time:67430ms step_avg:51.63ms
step:1307/1480 train_time:67508ms step_avg:51.65ms
step:1308/1480 train_time:67590ms step_avg:51.67ms
step:1309/1480 train_time:67668ms step_avg:51.69ms
step:1310/1480 train_time:67750ms step_avg:51.72ms
step:1311/1480 train_time:67827ms step_avg:51.74ms
step:1312/1480 train_time:67909ms step_avg:51.76ms
step:1313/1480 train_time:67986ms step_avg:51.78ms
step:1314/1480 train_time:68070ms step_avg:51.80ms
step:1315/1480 train_time:68149ms step_avg:51.82ms
step:1316/1480 train_time:68229ms step_avg:51.85ms
step:1317/1480 train_time:68307ms step_avg:51.87ms
step:1318/1480 train_time:68389ms step_avg:51.89ms
step:1319/1480 train_time:68467ms step_avg:51.91ms
step:1320/1480 train_time:68548ms step_avg:51.93ms
step:1321/1480 train_time:68626ms step_avg:51.95ms
step:1322/1480 train_time:68708ms step_avg:51.97ms
step:1323/1480 train_time:68785ms step_avg:51.99ms
step:1324/1480 train_time:68866ms step_avg:52.01ms
step:1325/1480 train_time:68942ms step_avg:52.03ms
step:1326/1480 train_time:69023ms step_avg:52.05ms
step:1327/1480 train_time:69101ms step_avg:52.07ms
step:1328/1480 train_time:69182ms step_avg:52.10ms
step:1329/1480 train_time:69259ms step_avg:52.11ms
step:1330/1480 train_time:69340ms step_avg:52.14ms
step:1331/1480 train_time:69417ms step_avg:52.15ms
step:1332/1480 train_time:69498ms step_avg:52.18ms
step:1333/1480 train_time:69574ms step_avg:52.19ms
step:1334/1480 train_time:69656ms step_avg:52.22ms
step:1335/1480 train_time:69733ms step_avg:52.23ms
step:1336/1480 train_time:69813ms step_avg:52.26ms
step:1337/1480 train_time:69891ms step_avg:52.27ms
step:1338/1480 train_time:69973ms step_avg:52.30ms
step:1339/1480 train_time:70051ms step_avg:52.32ms
step:1340/1480 train_time:70132ms step_avg:52.34ms
step:1341/1480 train_time:70210ms step_avg:52.36ms
step:1342/1480 train_time:70292ms step_avg:52.38ms
step:1343/1480 train_time:70369ms step_avg:52.40ms
step:1344/1480 train_time:70451ms step_avg:52.42ms
